gene	cluster
ENSG00000134028	3
ENSG00000134061	2
ENSG00000134070	3
ENSG00000134072	1
ENSG00000134107	3
ENSG00000134108	3
ENSG00000134109	3
ENSG00000134152	3
ENSG00000134256	5
ENSG00000134294	4
ENSG00000134313	1
ENSG00000134321	1
ENSG00000134333	4
ENSG00000134375	2
ENSG00000134440	1
ENSG00000134508	5
ENSG00000134531	2
ENSG00000134590	2
ENSG00000134602	3
ENSG00000134686	3
ENSG00000134697	1
ENSG00000134744	5
ENSG00000134755	4
ENSG00000134900	1
ENSG00000134910	2
ENSG00000134970	4
ENSG00000134996	4
ENSG00000135018	4
ENSG00000135047	2
ENSG00000135048	3
ENSG00000135049	4
ENSG00000135074	3
ENSG00000135077	2
ENSG00000135090	1
ENSG00000135094	3
ENSG00000135241	3
ENSG00000135269	3
ENSG00000135363	1
ENSG00000135404	2
ENSG00000135424	2
ENSG00000135486	3
ENSG00000135521	4
ENSG00000135535	4
ENSG00000135549	3
ENSG00000135604	3
ENSG00000135624	2
ENSG00000135636	2
ENSG00000135766	4
ENSG00000135821	4
ENSG00000135838	2
ENSG00000135917	5
ENSG00000135926	5
ENSG00000135931	1
ENSG00000135940	1
ENSG00000135956	5
ENSG00000136003	5
ENSG00000136010	1
ENSG00000136040	2
ENSG00000136044	2
ENSG00000136052	3
ENSG00000136068	2
ENSG00000136111	5
ENSG00000136156	5
ENSG00000136158	2
ENSG00000136160	2
ENSG00000136231	1
ENSG00000136238	4
ENSG00000136295	2
ENSG00000136383	5
ENSG00000136485	1
ENSG00000136490	2
ENSG00000136630	3
ENSG00000136643	1
ENSG00000136689	3
ENSG00000136732	5
ENSG00000136810	4
ENSG00000136816	1
ENSG00000136826	3
ENSG00000136830	2
ENSG00000136867	4
ENSG00000136937	4
ENSG00000136940	4
ENSG00000136942	4
ENSG00000136960	2
ENSG00000136997	2
ENSG00000137054	5
ENSG00000137166	5
ENSG00000137193	2
ENSG00000137265	3
ENSG00000137266	1
ENSG00000137288	1
ENSG00000137309	2
ENSG00000137331	3
ENSG00000137393	3
ENSG00000137409	5
ENSG00000137462	3
ENSG00000137474	2
ENSG00000137478	2
ENSG00000137486	5
ENSG00000137494	5
ENSG00000137497	1
ENSG00000137575	4
