gene	cluster
ENSG00000198682	3
ENSG00000198712	4
ENSG00000198727	4
ENSG00000198730	1
ENSG00000198746	1
ENSG00000198763	4
ENSG00000198786	4
ENSG00000198792	5
ENSG00000198804	3
ENSG00000198805	3
ENSG00000198814	3
ENSG00000198833	3
ENSG00000198840	4
ENSG00000198848	5
ENSG00000198886	3
ENSG00000198888	4
ENSG00000198899	3
ENSG00000198917	1
ENSG00000198938	4
ENSG00000198959	5
ENSG00000199133	4
ENSG00000200434	4
ENSG00000200785	5
ENSG00000200914	4
ENSG00000201098	4
ENSG00000201413	4
ENSG00000201998	4
ENSG00000202174	4
ENSG00000202198	4
ENSG00000203667	2
ENSG00000203668	3
ENSG00000204103	2
ENSG00000204104	1
ENSG00000204219	5
ENSG00000204264	1
ENSG00000204267	1
ENSG00000204272	5
ENSG00000204287	5
ENSG00000204396	5
ENSG00000204525	5
ENSG00000204628	4
ENSG00000204851	5
ENSG00000205269	5
ENSG00000205302	5
ENSG00000205413	1
ENSG00000205542	5
ENSG00000205726	1
ENSG00000206190	5
ENSG00000206228	3
ENSG00000206503	1
ENSG00000210082	4
ENSG00000210154	4
ENSG00000210176	4
ENSG00000210195	4
ENSG00000212232	5
ENSG00000212283	4
ENSG00000212907	4
ENSG00000213433	5
ENSG00000213614	5
ENSG00000213741	4
ENSG00000215105	5
ENSG00000215158	5
ENSG00000215271	5
ENSG00000216937	1
ENSG00000218175	5
ENSG00000221823	4
ENSG00000221983	4
ENSG00000222041	2
ENSG00000223546	4
ENSG00000223584	3
ENSG00000223799	1
ENSG00000225630	4
ENSG00000227939	4
ENSG00000228107	2
ENSG00000228232	4
ENSG00000228253	4
ENSG00000228817	1
ENSG00000229023	2
ENSG00000229419	3
ENSG00000229932	4
ENSG00000229989	2
ENSG00000230202	4
ENSG00000230581	1
ENSG00000230989	2
ENSG00000231389	5
ENSG00000231672	1
ENSG00000232328	5
ENSG00000232472	4
ENSG00000232533	1
ENSG00000232952	5
ENSG00000233954	1
ENSG00000234741	4
ENSG00000234745	1
ENSG00000234912	4
ENSG00000235106	5
ENSG00000235297	5
ENSG00000235655	4
ENSG00000237181	2
ENSG00000238041	5
ENSG00000239264	1
ENSG00000240065	1
ENSG00000242247	3
ENSG00000242732	2
ENSG00000242894	4
ENSG00000244184	4
ENSG00000244389	4
ENSG00000244405	2
ENSG00000244625	1
ENSG00000245937	1
ENSG00000248019	5
ENSG00000248323	3
ENSG00000248429	1
ENSG00000248527	3
ENSG00000248873	4
ENSG00000248905	2
ENSG00000249138	3
ENSG00000249850	2
ENSG00000249859	1
ENSG00000250771	2
ENSG00000250961	4
ENSG00000254295	5
ENSG00000254760	2
ENSG00000255833	3
ENSG00000256045	4
ENSG00000257702	2
ENSG00000258227	2
ENSG00000259001	4
ENSG00000260035	4
ENSG00000260855	1
ENSG00000261889	1
ENSG00000263740	4
ENSG00000264978	4
ENSG00000266389	4
ENSG00000268362	5
ENSG00000268518	5
ENSG00000269220	3
ENSG00000270069	2
ENSG00000270362	2
ENSG00000271043	4
ENSG00000272054	1
ENSG00000272055	4
ENSG00000272325	5
ENSG00000272666	2
